,Node,count,closeness,betweenness
346,save,1707,0.4569979910073663,0.0004905550026687594
347,store,1698,0.4561833519019577,0.0005912283932210558
348,imagination,1695,0.45622691964854195,0.00042083879065352284
349,daughter,1692,0.4559511310489644,0.0005818209170574232
350,wow,1683,0.46164996939728764,0.00050249770108778
351,mind,1682,0.45334050360622546,0.0006296584259639875
352,live,1679,0.4585186370180771,0.0006490725030289781
353,lock,1677,0.45844529750479845,0.00046657405449342673
354,girl,1675,0.4578740534841369,0.0007391373264042958
355,sound,1670,0.4607445987654321,0.0005738724994818815
356,event,1668,0.4555453129470104,0.00046739147047931837
357,mom,1665,0.4582107686404911,0.0005910450901785546
358,fair,1663,0.4584306324173891,0.00035938762819231617
359,hang,1660,0.46064093086046737,0.0003810598709833453
360,instal,1632,0.4571583514099783,0.0002475977631142705
361,rejoin,1631,0.45875348122539134,0.00023363254523994502
362,bore,1616,0.45900326692716675,0.0002302346570051918
363,cheap,1612,0.45797647961140225,0.00031520395423344715
364,search,1605,0.4548224316861849,0.00041324714843193487
365,mystery,1591,0.45887099356408695,0.000347965116145548
366,enjoyable,1587,0.45245311612047734,0.00033736910309799636
367,fantastic,1585,0.4591650379673833,0.00039243932991468006
368,refund,1580,0.4614715826758976,0.00038420295016995714
369,side,1577,0.4548224316861849,0.0006277539423775757
370,moderation,1576,0.46062612496785804,0.0006102893359499846
371,murder,1576,0.4591650379673833,0.0003628362841260258
372,addict,1572,0.45653212704278295,0.0003953544373652347
373,friendly,1569,0.45825472452275123,0.00041744540560058536
374,seem,1566,0.4531398216657181,0.0004895142284614321
375,shut,1565,0.4599903707270101,0.000386806565143188
376,die,1562,0.45426017497147203,0.000634866023561825
377,guess,1560,0.4513700787401575,0.00041392964256254023
378,careful,1551,0.46072978620800514,0.00025604407841916805
379,appreciate,1548,0.4523103143542482,0.0004144299300936473
380,addictive,1547,0.4572166921898928,0.00034110710187555834
381,win,1539,0.46027106885919833,0.00043577656321859467
382,studio,1527,0.46105588263681113,0.00034969209902643996
383,video,1521,0.46052251036344355,0.0006407542879900622
384,setting,1516,0.45449067613852595,0.00043980544950142613
385,random,1510,0.45324014042189825,0.0004220137656594705
386,addicted,1510,0.4605817130001607,0.0003468147452209135
387,half,1506,0.4548946165566277,0.0005059447047312961
388,matter,1489,0.4535987845793505,0.00045267119760611596
389,improve,1472,0.45258171482709614,0.0004570445568308398
390,normal,1470,0.4520820189274448,0.0004860584326233062
391,dollar,1462,0.45750861958881367,0.00041879258543240375
392,horrible,1458,0.4541737972998669,0.0004629067063672604
393,hello,1429,0.45171152997541447,0.00040932904303993175
394,voice,1422,0.45723127971157834,0.0003903423442609665
395,youtuber,1422,0.4581375275726479,0.00043520039351880094
396,couple,1417,0.4534552588279965,0.00039236076483703346
397,forget,1401,0.45637220559200053,0.00039435195862975677
398,google,1397,0.45819611855356973,0.00038688873134347
399,cute,1395,0.46199226305609287,0.00041078518630116464
400,rid,1390,0.45759627051535856,0.0003568063437881406
401,set,1389,0.4566339536069335,0.0005071032351607899
402,remember,1388,0.4578155448359582,0.00043008670218958284
403,kill,1384,0.4586507072905332,0.0005634893571283228
404,beautiful,1362,0.45806430991497793,0.00042369913484343507
405,shirt,1361,0.46237981544815127,0.0003312161325861673
406,design,1361,0.4605817130001607,0.00038747449047444053
407,map,1349,0.4633515470917262,0.0004616963677249221
408,jailbreak,1349,0.45809359416954354,0.00046329200635129614
409,trash,1349,0.4614864429703098,0.00037676761284212033
410,role,1339,0.46034499373614723,0.0003937973146972576
411,fast,1333,0.461263638997071,0.0004027473617556616
412,fruit,1322,0.4675845867728148,0.00029669252183311327
413,limit,1311,0.4590767850850498,0.0003709692738083308
414,man,1296,0.46215614821503437,0.0005191338175292904
415,correct,1295,0.4617838499709995,0.0003141089219029076
416,main,1279,0.4557191465004611,0.00039127013775238164
417,sort,1276,0.4585186370180771,0.0004001942073461281
418,page,1274,0.4581228821686593,0.0002907413319348716
419,terrible,1269,0.46084831334212306,0.000524065972792034
420,reinstall,1269,0.464267202280679,0.0002573038106013615
421,trust,1269,0.45944472941779946,0.0003348243490452304
422,story,1262,0.4603893600616808,0.00037809708444503976
423,oder,1260,0.46034499373614723,0.00019960647251450445
424,skin,1259,0.4625439757286254,0.00033110810507881044
425,private,1258,0.4595920723494324,0.0003212880437000458
426,quit,1247,0.4550968561448079,0.0003480843943153689
427,deserve,1244,0.45838664278403274,0.00032307379338998506
428,stuck,1236,0.46053730959573236,0.0002725472385532324
429,night,1236,0.46508080742519636,0.0005059575822606709
430,mouse,1235,0.4619178082191781,0.0002712622885705738
431,complaint,1234,0.45433218146656945,0.0002939105169605607
432,personal,1232,0.45841596826818504,0.0003981465187892842
433,imagine,1231,0.4592238920754959,0.000281328613053543
434,challenge,1230,0.46096690147640645,0.0003231491923645028
435,crazy,1225,0.45838664278403274,0.00039436711157596815
436,disconnected,1224,0.4600937459869012,0.00018886948574841307
437,censor,1217,0.46123394805445594,0.00032489152530280375
438,include,1209,0.45611075747931257,0.0005586885768543756
439,content,1207,0.4623947342948408,0.0005240364034287493
440,launch,1206,0.46474899468154107,0.00019005963059133906
441,filter,1203,0.4598870419100186,0.00041093406544835264
442,thousand,1199,0.4642972850385538,0.0002923331460885292
443,mode,1197,0.46308204349371507,0.0003447431427126573
444,yes,1193,0.4592386079600077,0.0005142593282814203
445,famous,1188,0.46047811837285524,0.0003439151568143828
446,network,1168,0.4591503267973856,0.00023277459755471927
447,grow,1161,0.45775705113872295,0.00045745098858719516
448,follow,1158,0.45769857238670114,0.00045221043814669913
449,due,1156,0.46047811837285524,0.0004959351069084485
450,teach,1154,0.4634414513468939,0.00038034010513773
451,possible,1151,0.45691056910569106,0.0003763433353854138
452,son,1150,0.4653677545056016,0.0005563958355283544
453,verify,1141,0.463621364562777,0.00019686679739028167
454,close,1136,0.46022672532836634,0.00029840177925744785
455,yea,1125,0.4600051357771073,0.00021994338324990786
456,catalog,1123,0.4555887589013225,0.0002556449381542651
457,dream,1115,0.4652166856029865,0.00040641483395795046
458,slender,1110,0.46197737016859547,0.00027481370716889663
459,enough,1108,0.4633215867576218,0.00039238525492532144
460,trade,1106,0.46096690147640645,0.0003324736837928737
461,hear,1105,0.45862135176651303,0.00043247791535664954
462,fight,1089,0.4566339536069335,0.00025136686310986883
463,fall,1087,0.4594005449591281,0.0004617465784314877
464,interact,1086,0.46123394805445594,0.00021950689127719434
465,contact,1082,0.45882691938272396,0.0003348496303519346
466,fault,1081,0.46138244100318726,0.00031666368444007733
467,forgot,1079,0.4581375275726479,0.0002294925269017423
468,creativity,1070,0.463966588966589,0.00033138949752889007
469,poor,1063,0.4630670802636681,0.0004155466191693309
470,gaming,1062,0.46455314596907515,0.0004595038149702269
471,speed,1056,0.46172433790837036,0.0003976692623434834
472,joystick,1055,0.4671882640586797,0.00022326383851654208
473,mine,1050,0.4584599635305032,0.00025801903207847536
474,chrome,1050,0.46096690147640645,0.00021659395455538559
475,parkour,1050,0.4603893600616808,0.00018476155228584903
476,menu,1045,0.46579126986706537,0.00026551577176760845
477,comment,1043,0.45887099356408695,0.00037074195183939556
478,bot,1040,0.46261863257795854,0.0003575535866050133
479,childhood,1039,0.46104105005790763,0.00030346697448393724
480,strong,1038,0.46293245469522243,0.0002798653258681267
481,dumb,1037,0.46392153054287655,0.0003650250367524743
482,chance,1032,0.45838664278403274,0.00032979440730000216
483,shop,1024,0.456866870696251,0.0003465999353134826
484,times,1023,0.45973950981650197,0.00030150491091415136
485,accessory,1020,0.4592386079600077,0.00021443055739884552
486,fashion,1014,0.4605965160377965,0.00029394503551743203
487,pop,1011,0.46055210977922034,0.00026801473060082535
488,entertaining,1011,0.4605669109139992,0.00020820725786422056
489,exciting,1007,0.4636963696369637,0.0002706446494831247
490,rest,1001,0.46342646488164535,0.00027786309858383185
491,believe,995,0.4606705455013019,0.0003176518079456924
492,incorrect,992,0.4689156468817486,0.00015865943801445157
493,bar,988,0.46062612496785804,0.0002531806165116958
494,level,988,0.46702079124030504,0.0005064880233141329
495,step,982,0.4626485020661157,0.00021828908851877923
496,well,981,0.4627829625084768,0.0002800767785082632
497,touch,980,0.46360636645962733,0.0003401443150409432
498,mess,978,0.46043373493975903,0.0003218570527269437
499,huge,969,0.45666305525460454,0.0003699971285865805
500,helpful,968,0.4609224237746044,0.00028751145333435595
501,flee,968,0.462917501130564,0.00021161294720790228
502,noob,960,0.46386146625667585,0.0002471524831532469
503,style,957,0.45818146940341453,0.00033029009236397493
504,exit,956,0.46078904215298544,0.00020008409416667492
505,god,954,0.4653073151725705,0.0004774621819669809
506,currency,952,0.45641580942068216,0.00023468766307063702
507,lagging,950,0.46727966350386385,0.00019035464921383918
508,communicate,949,0.4672339593114241,0.00021936568207686952
509,door,948,0.46393654904499837,0.0002982487328352978
510,excellent,944,0.4641168469460457,0.0003083717287963007
511,honest,943,0.4576547231270358,0.000273207424070487
512,realistic,942,0.4632017841559197,0.0003534517900151749
513,hundred,936,0.4596805234795997,0.00020903239663540204
514,afford,929,0.4575670498084291,0.0001420051370056692
515,complain,927,0.45944472941779946,0.0002036676747167191
516,dad,925,0.46738634139977825,0.00029468693605781097
517,pretty,923,0.46053730959573236,0.00026859075248821467
518,frustrating,922,0.456575761437492,0.00025377658519771563
519,simple,922,0.45293931731984827,0.00035743199028935043
520,team,920,0.46041894236329756,0.0004690046477383112
521,fake,918,0.46052251036344355,0.00022358938311824807
522,wear,917,0.46142700753429067,0.0002744101944553609
